Key,Value
115771856,Nardirhall
116820498,Schuppen der Alten Ghartsa
117869111,Charken-Anwesen
118917700,Schloss Shurgrn
119966282,Wadijehnu
121015569,Anthors Netz
122064188,Stendarrs Feurige Dämmerung
123112886,Ramehtor
124161500,Feste von Slachke
125210098,Javenia
126258734,Taverne Zu Fuchs und Barbaren
127307321,Schenke Zum Glücklosen Schloss
128356798,Gasthaus Zu Der Königin Kitz
129405455,Thorm'kern-Anwesen
130454792,Rlirm-Anwesen
131503383,Ruinen des Turms von Rlortrn
132551983,Nhurche-Tunnel
133600681,Cyujer-Gehöft
134649286,T'irman-Blockhütte
135698635,Stendarrs Blutendes Götterbild
136747259,Herberge Zu Löwen und Priester
137796000,Daghoth
138844664,Mhafylar-Gräberfeld
139894101,Grabstätte des Invereham
140942714,Ruinen von Lhiginhall
141992095,Krypten von B'ugten
143040735,Ruinen von Schloss Kist
144089467,Wirtshaus Zu Maulwurf und Greifen
145138118,Steingrab des Vladobion
146187374,Djenstätte
147236000,Faugtas Wacht
148284604,Stendarrs Stete Dämmerung
149333306,Festung von Therdke
150381889,Ruinen des Baerhtonturms
151432271,Ceranda-Kom
152480861,Baalateusessa-Kaverne
153529477,Slugir-Gräberfeld
154578056,Taverne Zum Roten Riesen
155627572,Ruinen des Rlictt-Gerichtshofs
156676394,Gasthaus Zum Dürstenden Schloss
157725708,Ruinen von Fherkins Wacht
158774290,Schenke Zum Toten Dschinn
159822972,Ruinen des D'uctem-Gehöfts
160871558,Stendarrs Klagendes Omen
161920136,Wirtshaus Zu Des Teufels Oger
162968729,Ruinen der F'ormte-Blockhütte
164018199,Baeght-Gräberfeld
165067009,Naroza
166116413,Ruinen des alten Caarme-Schuppens
167165096,Ruinen des Gutshofs von Slarkon
168214503,Schrein von Jode
169263116,Stendarrs Klagender Altar
170311731,Stendarrs Innere Dämmerung
171360386,Schutzort von Phen
172409839,Stendarrs Feuriger Erlöser
173458441,Alik'ra
174507143,Ruinen des Alte-Grefylta-Bauernhofs
175556631,Schuppen der Alten Maurc-i
176605288,Anteleralah
177654661,Demiblothessa-Münster
178703270,Herberge Zu Luchs und Goblin
179752024,Ramoaweyn
180802482,Alt-Chirkonstatt
181851069,Ruinen des Gutshofs von Vuster
182899749,Schloss Khojon
183949105,F'arkte-Gehöft
184997721,Wirtshaus Zum Schmutzigen Stachelschwein
186046301,Netz von Gromgod
187094929,Zagoccodisu
188143528,Ruinen der Chesun-Blockhütte
189193190,Syrogubu
190242556,Grabstätte des Barovar
191291157,Hütte der Alten Nhuv
192339864,Maurp-Anwesen
193388504,Alter Guch-Schuppen
194437841,Hütte der Alten Mhosta
195486481,Netz von Anker
196536104,Bauernhof der Alten M'ormta
197584745,Stendarrs Klagende Wiedergeburt
198633375,Stendarrs Selige Seele
199682739,Cheshonhall
200732271,Wirtshaus Zum Glücklosen Priester
201780964,Mettula
202829551,Mi-Korom
203879193,Glorks Feste
204928583,Schuppen der Alten Cughtca
205977264,Taverne Zu Zwerg und Wache
207025856,Ruinen des Therhtta-Gerichtshofs
208074444,Faofylars Wacht
209123897,Stendarrs Ewiger Erlöser
210173448,Schrein von Ephen
211222058,Lager von Shesh'kern
212270681,Bauernhof der Alten Fhordja
213319309,Ruinen der Thelprn-Plantage
214368756,Dhortar-Turm
215417370,C'eldur-Gräberfeld
216466044,T'orgenpfalz
217514723,Zitadelle von Cyorpen
218564063,Kellanhall
219612654,Shrestta-Turm
220661236,Stendarrs Furchtsames Orakel
221709922,F'isun-Plantage
222759570,Ruinen des Saughtur-Obstgartens
223808184,Gutshof Blarmir
224856764,Jalakaplex
225906201,Ruinen der Feste von Shag
226954808,Hütte der Alten Nafylam
228004335,Stendarrs Stete Seele
229053016,Gripbith-Netz
230101594,Mesopada
231152074,Togem-Anwesen
232200795,Ruinen des C'orc-Gerichtshofs
233250323,Ruinen des Baerd'kern-Anwesens
234299737,Stendarrs Gesegnete Seele
235348344,Blithhall
236397881,Alter Dhergrn-Schuppen
237446494,Lhethhall
238495080,Herberge Zu Maus und Ziege
239543676,Burg von Merdun
240592287,Krypta des Nebuchanon
241641772,Gutshof Khath
242690359,Ruinen von Alt-Murchkestatt
243738940,Ruinen von Dherhthall
244787524,Steinbruch des Faeghtir
245836138,Narelidai
246884751,Ruinen von Alt-Tistkas Hütte
247933417,Herberge Zu Ratte und Skorpion
248982810,Stendarrs Sanfter Erlöser
250031467,Alter Glull'kern-Schuppen
251080048,Caorpthall
252128714,Tsetissiara
253178103,Schrein von Q'Olwen
254227629,Yagertors Nest
255276232,Hillia
256324812,Balulither-Presbyterat
257373454,Schrein von Jone
258423937,Stendarrs Blutende Seele
259472602,Stendarrs Singendes Licht
260522155,Sturnerhall
261570737,Raminzar
262619463,Tlafylunpfalz
263668060,Stendarrs Seliges Götterbild
264717445,Lager von Rharmer
265766076,Wirtshaus Zum Schmutzigen Jägersmann
266814675,Rharghall
267863330,Festung von Nhorchen
268911915,Ruinen des Boster-Anwesens
269961337,Agogurana
271011060,Vellens Feste
272059640,Blermom-Anwesen
273109087,Stendarrs Fröhliches Omen
274158713,Hütte der Alten Stachum
275207373,Stendarrs Heiliges Omen
276256713,Bi-Korom
277305359,Ruinen des Bluchin-Gerichtshofs
278353957,Troglobith-Netz
279402560,Schenke Zum Tänzelnden Schädel
280451157,Ruinen von Alt-Curpunstatt
281500599,Mausoleum des Nebuchingus
282549244,Ruinen des Lhechin-Gehöfts
283597859,Osajdai
284646505,Stendarrs Heiliger Aufstieg
285695991,Djen-Einkehr
286744615,Stendarrs Furchtsamer Erlöser
287793210,Syruria
288841797,Ruinen des Grughtirturms
289891195,Ruinen des Gutshofs von Raovon
290939827,Glifylimhall
291988418,Larm-Krypten
293037082,Kog'kernhall
294085697,Ruinen des alten Nerchem-Schuppens
295135097,Friedhof Krorchem
296183718,Lhern-Gehöft
297233252,Ruinen des Slelpke-Gehöfts
298281971,Hügelgrab des Barimar
299330569,Grabkammer des Stadulam
300379149,Shastars Wacht
301427780,Festung von Nusan
302477180,Stendarrs Innerer Altar
303525778,Gutshof Maeldem
304574455,Lall-Stollen
305623831,Schenke Zum Heulenden Riesen
306672563,Burg von Dhortum
307721988,Stendarrs Weinende Dämmerung
308770593,Schloss Nezon
309819214,Hütte der Alten Vosten
310867837,Ruinen der Zitadelle von T'ig
311916424,Ruinen des Vloghten-Gehöfts
312965044,Schrein von Dugrod
314014480,Gasthaus Zum Purpurnen Drachen
315063105,Schenke Zu Ratte und Schloss
316111685,Stendarrs Gesegnetes Omen
317160266,Reliquiar von Raen
318208914,Gysumbakat
319257524,Alte Mausga-Hütte
320306128,Ruinen des Alte-Rhoghti-Bauernhofs
321355517,Naremida
322404132,Krovts Feste
323452780,Krofylim-Anwesen
324501422,Steingrab des Necromulam
325550786,Stendarrs Sanftes Omen
326599516,Ruinen des Flelp-Gehöfts
327648095,Schenke Zur Roten Grube
328696679,Alt-C'ichkastatt
329745279,Stendarrs Endlose Dämmerung
330793882,Ruinen von Alt-Gheldsas Schuppen
331843236,Hütte der Alten Slarn
332892809,V'ejhall
333941395,Versteck von Vermgod
334989983,Lhugin-Obstgarten
336038589,Gasthaus Zu Zwerg und Hirsch
337087215,Turm von Churhten
338135797,Pheono-Thar
339184390,Ruinen von Schloss Berk
340233021,Isfunnusa
341281613,Friedhof Fuctur
342331000,Taverne Zur Wilden Wache
343379608,Stendarrs Seliger Erlöser
344428193,Alt-M'arkenstatt
345476776,Ruinen von Alt-T'oldinstatt
346525472,Festung von Sught
347574925,Anteliiga
348623583,Alter T'arun-Schuppen
349672193,Schenke Zum Grünen Skorpion
350721642,Stendarrs Furchtsame Dämmerung
351770233,Turm von Saaz
352818852,Khallrn-Gräberfeld
353867436,Stendarrs Singender Baum
354916022,Zenibunis
355964708,Tlirt-Anwesen
357014063,Bejs Feste
358062759,B'ivta-Gutshof
359111377,Abtei des Asmiameusessa
360159968,Wirtshaus Zu Der Königin Schädel
280614,Corranoths Grabstätte
1330211,Arkays Fröhlicher Altar
2379774,Teufelsteiner Hexenzirkel
3429338,Taverne Zum Glücklosen Goblin
4479901,Madla
5528488,Hütte der Alten Lhez
6578066,Slojin-Krypten
7626665,D'ermon-Anwesen
8675250,Bauernhof der Alten Bazsa
9724788,Gasthaus Zum Lachenden Bisam
10774406,Arkays Gesegnetes Omen
11823947,Ruinen der Gig-Plantage
12873513,Dhughtamhall
13922119,Flurt-sis Hexenzirkel
14971661,Wirtshaus Zum Silbernen Schlund
16021288,Minen von Klostir
17070814,Lhild-Plantage
18120387,Grardum-Anwesen
19169012,Arkays Stilles Götterbild
20220570,Alt-Krollgastatt
21269149,Friedhof Kornten
22318700,Arkays Stilles Orakel
23367291,Herberge Zu Schwein und Dolch
24416873,Bubilliga
25465475,Hütte der Alten Cyeghtom
26514055,Taverne Zu Biber und Kerker
27563571,Arkays Sanfter Stern
28613157,Syrillitor
29661742,Alte Starnca-Hütte
30711352,Taverne Zu Löwen und Riesen
31761888,Moweyn
32810498,Livrn-Gehöft
33860020,Gasthaus Zum Tänzelnden Bisam
34908636,Wirtshaus Zum Glücklosen Hirsch
35957224,Hütte der Alten Flirhtam
37006757,Wirtshaus Zum Güldnen Goblin
38055401,Divad-Monument
39104906,Taverne Zu Maulwurf und Greifen
40153505,Wirtshaus Zum Roten Dschinn
41202086,Atrandarea
42250688,Gheghte-Gerichtshof
43300230,Ruinen von Alt-Nhornkis Hütte
44349839,Taverne Zum Güldnen Jägersmann
45398435,Herberge Zum Schwarzen Schloss
46447951,Arkays Feuriger Prophet
47496543,Arkays Ewiges Götterbild
48546121,Nethom-Blockhütte
49594710,Schenke Zum Rastlosen Dolch
50644300,Demodoth-Höhle
51693862,V'est-Gehöft
52743394,Stafylin-Gräberfeld
53791978,Ruinen von Saolpoms Feste
54840572,Schuppen der Alten Saullca
55890138,Bubogureg
56939726,Jaluh-Thar
57988316,Schloss Nhircte
59037842,Alt-Fhornistatt
60087432,Steinbruch des Khegem
61136024,Inverivaus' Hügelgrab
62184614,Alter Cherk-Schuppen
63233210,Alter Vernin-Schuppen
64281800,Steinbruch des Caallam
65331301,Larten-Plantage
66379920,M'ell-Friedhof
67428498,Arkays Blutende Dämmerung
68478031,Flurgrn-Plantage
69526636,Schutzort von Phen
70575230,Schenke Zu Unke und Wache
71624781,Arkays Furchtsamer Altar
72673360,Pythandarea
73721998,Arkays Heiliges Omen
74771525,Herrenhaus von Barimar
75820115,Ras-Minen
76868705,Steinbruch des Tarur
77917283,Schenke Zum Toten Riesen
78966863,C'olpten-Gehöft
80015445,Ruinen von Schloss Kluct
81064986,Mausoleum des Lithivarulon
82114541,Bauernhof der Alten Cyagti
83163142,Gräber von Voshen
84211725,Burg von Cyus
85261281,Gasthaus Zu Luchs und Skorpion
86309862,Kructhall
87358449,Dhugta-Anwesen
88409061,Bauernhof der Alten Nornga
89458556,Herberge Zu Zwerg und Goblin
90507160,Gasthaus Zu Löwen und Humpen
91556742,Ruinen des Vormke-Turms
92605339,Wirtshaus Zum Lachenden Hirsch
93654858,Berht-Anwesen
94704453,Gasthaus Zum Glücklichen Dolch
95753093,Gysila-Korom
96802664,Alte Flurm-si-Hütte
97852176,Taverne Zum Dürstenden Vogel
98900755,Schenke Zum Kreischenden Goblin
99949360,Taverne Zum Grünen Stachelschwein
100997944,Chishan-Gehöft
102046546,Gasthaus Zum Glücklosen Jägersmann
103095127,Rlirnpfalz
104144622,Ruinen des Fovta-Anwesens
105193222,Arkays Weinendes Omen
106241831,Ramyryzar
107290433,Sashirdon-Nest
108339922,Vaghtampfalz
109388506,Dhart-Anwesen
110437084,Atretturana
111485666,Ruinen des Fectan-Gerichtshofs
112534275,Schloss Flarcke
113583869,Arkays Sanftes Licht
114632454,Sekithoth-Horst
115681966,Herberge Zum Schwarzen Helm
116730577,Gasthaus Zum Fliegenden Gnom
117779168,Klurper-Gehöft
118827763,Alt-Dhich'kernstatt
119878318,Minen von Mhulpen
120927858,Fhaz-Obstgarten
121976502,Dispuliva-Grotte
123026027,Sashirrugoth
124074624,Arkays Endloser Erlöser
125123236,Steinbruch des Fhuzur
126172736,C'urken-Anwesen
127221323,Arkays Seliger Altar
128269915,Schenke Zu Fledermaus und Drachen
129318524,Schenke Zu Fuchs und Barbaren
130368048,Vlorte-Tunnel
131416636,Friedhof Bluct
132465238,Ruinen des Flillon-Gerichtshofs
133513843,Krypten von Rlertim
134563343,Saistta-Stollen
135611974,Arkays Steter Seher
136660578,Schloss Larker
137710091,Alter Charm-Schuppen
138758725,Taverne Zum Lachenden Dschinn
139807303,Arkays Fröhliches Relikt
140856833,Taverne Zu Fuchs und Oger
141905448,Taverne Zu Maulwurf und Gnom
142954036,Gasthaus Zum Güldnen Igel
144003528,Fhormtturm
145052109,Alt-Grochtastatt
146100692,Schloss Lhov
147149284,Vojtenhall
148197873,Cerehzar
149247395,Ruinen des Alte-Ghurtti-Bauernhofs
150295979,Gasthaus Zum Silbernen Schädel
151345575,Wirtshaus Zum Wilden Wolf
152394215,Wirtshaus Zum Grünen Goblin
153443738,Lujir-Steinbruch
154492334,Wirtshaus Zu Fledermaus und Dschinn
155542890,Arkays Endloses Omen
156591521,Bauernhof der Alten Stort-si
157641013,Gutshof Gloste
158689599,Ruinen des V'esh-Anwesens
159738185,Berbibusa
160786781,Grurmun-Ausgrabung
161836332,Taverne Zum Wilden Bisam
162884980,Alter Rhiste-Schuppen
163933562,Schloss Chuctom
164983033,Nhulpun-Gehöft
166031626,Tasillia
167080208,Gasthaus Zum Weißen Vogel
168128795,Ruinen der Shrog-Plantage
169177410,Ruinen der Feste von B'ilpten
170226015,Peliisa
171275589,Chuctonpfalz
172324176,Grabstätte des Baromius
173372759,Dhurim-Gehöft
174422256,Gromegon
175470868,Hütte der Alten Sirg'kern
176519461,Arkays Stetes Licht
177568970,Nithe-Anwesen
178617558,Ruinen des alten Girhton-Schuppens
179667145,Ruinen von Alt-Khillbas Schuppen
180715735,Vlerd'kern-Obstgarten
181764321,Friedhof Verhtin
182812943,Lellte-Anwesen
183862425,Mesettuara
184911071,Schrein von Ephen
185960624,Versteck von Disporgoniva
187009243,Doj-Anwesen
188058712,Reliquiar von Sai
189107315,Rishke-Gräberfeld
190155935,M'izt-Gerichtshof
191204528,B'ug-Ausgrabung
192253106,Choldams Wacht
193301694,Gutshof Vofyler
194350278,Tulaakasia
195398863,Khernten-Gehöft
196448324,Grabstätten von Vager
197496981,T'allturm
198546494,Agibunu
199595078,Agotudata
200643689,Baurhtin-Plantage
201692294,Taverne Zum Rostroten Igel
202740872,D'othar-Friedhof
203789460,Arkays Weinende Dämmerung
204838962,Flill-Ruinen
205887566,Lathja-Kabale
206936158,Arkays Gesegneter Märtyrer
207985722,Monument des Weisen
209034323,Arkays Stilles Licht
210082903,Cich-Plantage
211132497,Glach'kern-Gehöft
212182056,Herberge Zu Knappen und Greifen
213230643,Arkays Feurige Wiedergeburt
214279228,Arkays Ewiges Orakel
215328727,Pheonewan
216377313,Tloctar-Gerichtshof
217425940,Arkays Gesegnetes Licht
218474536,Pheoniritor
219524037,Grabstätten von V'othe
220572643,Umbasta-Ij
221622164,Alter Klillta-Schuppen
222670759,Alter Dhirpam-Schuppen
223719376,Alt-Largcastatt
224767955,Alt-Flasistatt
225816546,Taverne Zu Des Teufels Wolf
226866112,Arkays Endlose Seele
227914703,Stafylan-Obstgarten
228963299,Maustta-Gerichtshof
230012756,Syriidisu
231061403,Alter Glorch-Schuppen
232110005,Ruinen des Circh-Gehöfts
233159493,Ruinen der Krustepfalz
234208431,D'irnke-Anwesen
235257680,Hütte der Alten Merkten
236306258,Schrein von Vigryl
237354891,Tsetoaret
238403731,Alt-Nactanstatt
239452315,Alt-Ghergemstatt
240501518,Arkays Endloser Prophet
241550101,Schuppen der Alten Shuldki
242598679,Cuvompfalz
243647389,Arkays Sanfter Märtyrer
244696885,Terdans Wacht
245745485,Loch des Sahiamotha
246794067,Steinbruch des Khazar
247842663,Friedhof Kherdke
248891243,Wirtshaus Zum Tänzelnden Skorpion
249939839,Ruinen von T'elpunhall
250988472,Alt-Krurdkastatt
252037912,Zaguo
253086525,Gasthaus Zum Tänzelnden Schloss
254135105,Herberge Zum Glücklosen Schloss
255183685,Mesajer
256232310,Alte Tlij-e-Hütte
257280915,Wirtshaus Zum Purpurnen Goblin
258329527,Vlollar-Gehöft
259378994,Alt-C'estamstatt
260427633,Ruinen von Alt-Maollistatt
261476410,Jhim Seis Schrein
262525663,Pythyryret
263574243,Taverne Zu Schwein und Krug
264622863,V'ogom-Ausgrabung
265671534,Feste von Stev
266720140,Demogas-Grotte
267769537,Gasthaus Zum Schwarzen Humpen
268818143,Doct-Gehöft
269866770,Ruinen von Schloss Khugta
270915592,Shroctir-Obstgarten
271964817,Wirtshaus Zu Biber und Igel
273013426,Nhoromhall
274062031,Wadijajet
275110643,Arkays Sanfter Baum
276159236,Papuza
277207872,Rlorin-Stollen
278256620,Friedhof Shrirchen
279305835,Agunnuton
280354454,Ruinen des Cerk-Gerichtshofs
281403107,Boirdthall
282451687,Shirt-Plantage
283500290,Wirtshaus Zum Glücklosen Jägersmann
284548922,Agerana
285598299,Arkays Seliges Licht
286646981,Rlurpirs Wacht
287695809,Schuppen der Alten Nhevja
288745021,Wirtshaus Zur Dürstenden Wache
289793627,Strenners Zuflucht
290842367,Ruinen von Cajhall
291890961,Klefylke-Minen
292939545,Baalon-Loch
293988262,Serht-Anwesen
295037564,Taverne Zu Fuchs und Goblin
296086275,Zitadelle von Lazir
297134854,Schenke Zu Schwein und Kerker
298184204,Arkays Furchtsames Orakel
299232783,Arkays Sanfter Erlöser
300281370,Grabkammer des Darkivarulon
301329967,Gutshof Vujur
302378551,Schenke Zur Tänzelnden Fee
303427278,Alte Bozi-Hütte
304475879,B'irgon-Krypten
305524589,Jubatonessa-Loch
306573896,Pythilaza
307622560,Norlogods Nest
308672305,Arkays Heiliger Märtyrer
309721565,Mhastin-Krypten
310770162,Loch des Geranx
311818880,Ruinen der Zitadelle von Lhojem
312867615,Hütte der Alten Rargt
313916202,Umbe-Thar
314965464,Agiribi
316014135,Steinbruch des Baghten
317062778,Shrarhtke-Anwesen
318111361,M'ardum-Gutshof
319159950,Ruinen der V'argon-Plantage
320208530,C'uver-Gehöft
321257128,Ruinen der Garg-Blockhütte
322305813,Abtei des Balilitherah
323355055,Schenke Zum Dürstenden Skorpion
324403651,Ruinen von Schloss Faazer
325452413,Bauldon-Plantage
326501073,Faotham-Obstgarten
327550356,Burg von Tlestan
328599030,Gasthaus Zum Glücklichen Stachelschwein
329647642,Versteck von Homunorgon
330696228,Friedhof Florpke
331744867,Wirtshaus Zu Maus und Hirsch
332793464,Taverne Zu Ratte und Schloss
333842138,Gasthaus Zu Unke und Schloss
334891455,M'istempfalz
335940137,Berbemijet
336988741,Ruinen von Alt-Khuj-sis Hütte
338037341,Slardim-Tunnel
339085990,Nurt-Krypten
340134602,Taverne Zu Des Königs Ziege
341183183,Fhush-Grube
342232477,T'uch'kerns Feste
343281055,Zuflucht von Phen
344329700,Ruinen der alten Nigum-Hütte
345378384,Schrein von Jode
346426963,Ruinen des Rlustir-Anwesens
347475549,Asmebrorgonessa-Kaverne
348524169,Taverne Zu Luchs und Stachelschwein
349573491,Taverne Zu Unke und Greifen
350622206,Schenke Zu Der Königin Humpen
351670860,D'efylam-Blockhütte
352719460,Wirtshaus Zum Lachenden Helm
353768052,Arkays Gesegnetes Relikt
354817345,Ruinen des Mhufyl-Gehöfts
355865932,Ruinen des Bull-Anwesens
356914570,Tith-Grabstätten
357963190,Schenke Zum Weißen Schloss
359011820,Klivom-Gräberfeld
360060417,Alt-Grarnemstatt
361109009,C'uze-Blockhütte
362157694,Ruinen von Rerkans Wacht
363207017,Grube des Gerasena
364255625,Maurk-Gerichtshof
365304319,Ruinen des Vleght-Gehöfts
366352900,Loch des Jubateus
367401481,Wirtshaus Zum Wilden Gauner
368450071,Schenke Zu Zwerg und Katze
369498677,Alt-Vlort-istatt
370548085,Anphang
371596695,Ruinen von Alt-T'irtinstatt
372645282,Arkays Seliges Orakel
373693874,V'eshten-Minen
374742470,Norloths Netz
375791126,Arkays Blutendes Omen
376839770,Gutshof Flighter
377889063,Hütte der Alten Khorir
378937744,Saorht-Plantage
379986322,Merten-Gehöft
381034968,Ruinen des Alte-Custsa-Bauernhofs
382083548,Isfascuara
383132133,Gasthaus Zum Toten Vogel
384180727,Nhithin-Gehöft
385229376,Ghorhtumhall
386278617,Taverne Zu Des Teufels Stachelschwein
387327293,Schenke Zu Knappen und Dachs
388375874,Ruinen des Dhorchur-Gerichtshofs
389424474,Wirtshaus Zu Biber und Schädel
390473067,Wirtshaus Zu Maus und Skorpion
391521701,Karmar-Anwesen
392570291,Shrifylin-Stollen
393618902,Hütte der Alten V'erg
394667540,Eloator
395716850,Ruinen des Cailpturms
396765447,Darkehamhall
397814096,Friedhof Thectur
398862681,Rhogillirea
399911306,D'ith-Gräberfeld
400960003,Klarpom-Gerichtshof
402008582,Ramohabu
403057878,Gasthaus Zu Des Königs Bisam
404106556,Ruinen des Vlesh'kern-Gerichtshofs
405155141,Gravten-Gräberfeld
406203744,Wirtshaus Zum Heulenden Dachs
407252359,Herberge Zu Knappen und Katze
408300943,Sashloker
409349533,Herberge Zur Purpurnen Katze
410398134,Arkays Selige Seele
411447558,Wirtshaus Zum Heulenden Riesen
412496148,Mhosh-Gehöft
413544730,Baghajweyn
414593314,Schenke Zu Fuchs und Stachelschwein
415641905,Schloss Baustrn
416690483,Grumragon
417739082,Thorkteturm
418787688,Baghad-Thar
419836266,Gasthaus Zum Kreischenden Skorpion
420884864,Schrein von Dugrod
421934256,Herberge Zu Des Teufels Drachen
422982924,Monument für Divad
424031523,Ruinen des Gutshofs von B'ozrn
425080111,Gutshof Tishten
426128800,Herberge Zu Maulwurf und Greifen
427177389,Arkays Ewiger Altar
428226661,Ruinen des Vlastan-Anwesens
429275510,Arkays Stille Wiedergeburt
430324093,Wirtshaus Zum Glücklosen Dschinn
431373454,Alte Sethba-Hütte
432422032,Kieran-Theater
433470632,Taverne Zum Lachenden Barbaren
434519220,Maildir-Gehöft
435567805,Feste von Rlirchem
436616438,Morehdata
437665023,Tlethta-Gehöft
438713608,Steinbruch des Rlifylar
439762242,Arkays Gesegnete Seele
440811747,V'eghttenpfalz
441860378,Ruinen des alten Sturgta-Schuppens
442908961,Lheldar-Gehöft
443957573,Nurpom-Grube
445006152,Sord'kern-Tunnel
446054731,Gathta-Gehöft
447103311,Ruinen des Nurmam-Anwesens
448152735,Taverne Zu Des Königs Murmeltier
449201439,Taverne Zum Roten Drachen
450250078,Loch des Baalucherunah
451299362,Alt-Rarpistatt
452347947,Kargon-Gehöft
453396544,Feste von Shrofylte
454445225,Pheonettuza
455493813,Alt-F'urtstatt
456542412,Ruinen des Raertim-Anwesens
457591005,Ruinen von Chirtirhall
458639591,Arkays Steter Stern
459688172,Schrein für Dugrod
460736834,Nhordar-Gehöft
461786129,M'ivi-Kabale
462834814,Shruse-Anwesen
463883463,Wirtshaus Zum Dürstenden Dolch
464932068,Thash-Gräberfeld
465980688,Gasthaus Zum Weißen Gauner
467029300,Sarnumturm
468078561,Schenke Zu Fledermaus und Bisam
469127163,Lorchom-Gräberfeld
470175759,Stose-Gehöft
471224419,Sahorgonena-Senke
472273087,Ruinen von B'oldhall
473321671,Schuppen der Alten Nirmtha
474370268,Ruinen von Raortirhall
475418874,Herberge Zu Luchs und Kerker
476467490,Schrein für Jhim Sei
477516754,Manda-Gora
478565418,Kaverne des Baalulithessa
479614019,Gerne-Turm
480662728,Gasthaus Zu Des Teufels Murmeltier
481711313,Sermrn-Plantage
482759903,Gasthaus Zu Des Königs Stachelschwein
483809207,Arkays Ewiger Märtyrer
484857805,Tsetumbano
485906497,Yagtor-Voliere
486955075,Versteck von Marebrer
488003661,Ruinen des Luldt-Anwesens
489052329,Lhercir-Plantage
490100960,Papakalah
491150241,Arkays Gesegneter Prophet
492198841,Elopaan
493247422,Loch des Demorgon
494296001,Taverne Zum Rostroten Bisam
